BLOQUE,ID_EL1,EL1,ID_EL2,EL2,REL
07_GOB,GOB047,DESEQUILIBRIO DE PODER ENTRE ACTORES,GOB007,COHERENCIA ENTRE PLANES,-1
07_GOB,GOB007,COHERENCIA ENTRE PLANES,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
07_GOB,GOB001,ESTABILIDAD DEL CONTEXTO POLÍTICO Y NORMATIVO GENERAL,GOB019,COMPLEJIDAD DE LOS TRÁMITES,-1
07_GOB,GOB019,COMPLEJIDAD DE LOS TRÁMITES,GOB014,INEFICIENCIAS INTERNAS,1
07_GOB,GOB014,INEFICIENCIAS INTERNAS,GOB007,COHERENCIA ENTRE PLANES,-1
07_GOB,GOB014,INEFICIENCIAS INTERNAS,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,-1
07_GOB,GOB042,CICLO POLÍTICO,GOB007,COHERENCIA ENTRE PLANES,-1
07_GOB,GOB042,CICLO POLÍTICO,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,-1
07_GOB,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
07_GOB,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),GOB052,COMPETENCIA EJERCIDA / COMPETENCIA REAL,1
07_GOB,GOB052,COMPETENCIA EJERCIDA / COMPETENCIA REAL,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),-1
07_GOB,GOB052,COMPETENCIA EJERCIDA / COMPETENCIA REAL,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,-1
07_GOB,GOB002,PLAZOS Y OBJETIVOS DE LAS AYUDAS DE LA UE,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,-1
07_GOB,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,GOB008,CULTURA Y MARCOS MENTALES,1
07_GOB,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,GOB008,CULTURA Y MARCOS MENTALES,1
07_GOB,GOB011,ACCESO A INFORMACIÓN,GOB008,CULTURA Y MARCOS MENTALES,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB071,CULTURA DEL INDIVIDUALISMO,-1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB075,VISIÓN DE DIVISIÓN TERRITORIAL,-1
07_GOB,GOB071,CULTURA DEL INDIVIDUALISMO,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,-1
07_GOB,GOB075,VISIÓN DE DIVISIÓN TERRITORIAL,DES039,CONCIENCIA SOCIAL,-1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB060,PERCEPCIÓN DE “LO PÚBLICO”,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB017,ESCUCHA ACTIVA,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB018,INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN,1
07_GOB,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,GOB018,INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN,1
07_GOB,GOB062,OBJETIVO DE LA PARTICIPACIÓN,GOB017,ESCUCHA ACTIVA,1
07_GOB,GOB062,OBJETIVO DE LA PARTICIPACIÓN,GOB063,SESGO EN LA PARTICIPACIÓN,-1
14_DI,DI152,BRECHA DIGITAL,GOB064,ACCESIBILIDAD DE LAS HERRAMIENTAS DE PARTICIPACIÓN,-1
07_GOB,GOB064,ACCESIBILIDAD DE LAS HERRAMIENTAS DE PARTICIPACIÓN,GOB063,SESGO EN LA PARTICIPACIÓN,-1
07_GOB,GOB017,ESCUCHA ACTIVA,GOB009,PARTICIPACIÓN EFECTIVA,1
07_GOB,GOB063,SESGO EN LA PARTICIPACIÓN,GOB009,PARTICIPACIÓN EFECTIVA,-1
07_GOB,GOB064,ACCESIBILIDAD DE LAS HERRAMIENTAS DE PARTICIPACIÓN,GOB009,PARTICIPACIÓN EFECTIVA,1
07_GOB,GOB018,INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN,GOB009,PARTICIPACIÓN EFECTIVA,1
07_GOB,GOB003,COMUNICACIÓN EFECTIVA,GOB009,PARTICIPACIÓN EFECTIVA,1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,GOB012,COLABORACIÓN EFECTIVA,1
07_GOB,GOB067,CLARIDAD DEL MENSAJE,GOB003,COMUNICACIÓN EFECTIVA,1
07_GOB,GOB068,CERCANÍA ENTRE ADMINISTRACIÓN Y CIUDADANOS,GOB003,COMUNICACIÓN EFECTIVA,1
07_GOB,GOB069,CALIDAD DE LOS CANALES DE COMUNICACIÓN,GOB003,COMUNICACIÓN EFECTIVA,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB003,COMUNICACIÓN EFECTIVA,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB012,COLABORACIÓN EFECTIVA,1
07_GOB,GOB003,COMUNICACIÓN EFECTIVA,GOB012,COLABORACIÓN EFECTIVA,1
07_GOB,GOB003,COMUNICACIÓN EFECTIVA,GOB011,ACCESO A INFORMACIÓN,1
07_GOB,MC104,EDUCACIÓN SOBRE EL MEDIO NATURAL,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,1
07_GOB,MS017,INTERCONEXIÓN ENTRE ZONAS,GOB075,VISIÓN DE DIVISIÓN TERRITORIAL,-1
07_GOB,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,BIO011,GESTIÓN ADECUADA Y PROTECCIÓN DE LAS ZONAS NATURALES,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,DES044,RACISMO Y XENOFOBIA,-1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,DES006,DESIGUALDADES CULTURALES,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,DES039,CONCIENCIA SOCIAL,1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,DES009,DESIGUALDADES POLÍTICAS,-1
07_GOB,GOB011,ACCESO A INFORMACIÓN,DES009,DESIGUALDADES POLÍTICAS,-1
07_GOB,GOB014,INEFICIENCIAS INTERNAS,DES009,DESIGUALDADES POLÍTICAS,1
07_GOB,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,DES044,RACISMO Y XENOFOBIA,-1
07_GOB,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,DES039,CONCIENCIA SOCIAL,1
07_GOB,GOB068,CERCANÍA ENTRE ADMINISTRACIÓN Y CIUDADANOS,DES009,DESIGUALDADES POLÍTICAS,-1
08_OD,GOB005,FORTALEZA INSTITUCIONAL,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,1
08_OD,GOB005,FORTALEZA INSTITUCIONAL,OD004,SEGURIDAD Y PRIVACIDAD DE LOS DATOS,1
08_OD,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,OD019,INCLUSIVIDAD DEL DATO,1
08_OD,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,OD002,VALOR DE LOS DATOS,1
08_OD,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,OD001,UTILIDAD Y PERTINENCIA DE LOS DATOS,1
08_OD,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,1
08_OD,GOB005,FORTALEZA INSTITUCIONAL,OD005,TRAZABILIDAD DE LOS DATOS,1
08_OD,OD019,INCLUSIVIDAD DEL DATO,OD002,VALOR DE LOS DATOS,1
08_OD,OD019,INCLUSIVIDAD DEL DATO,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,1
08_OD,OD002,VALOR DE LOS DATOS,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
08_OD,GOB005,FORTALEZA INSTITUCIONAL,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,1
08_OD,GOB005,FORTALEZA INSTITUCIONAL,GOB009,PARTICIPACIÓN EFECTIVA,1
08_OD,NOR003,NORMATIVA Y LEGISLACIÓN,OD004,SEGURIDAD Y PRIVACIDAD DE LOS DATOS,1
08_OD,NOR003,NORMATIVA Y LEGISLACIÓN,OD005,TRAZABILIDAD DE LOS DATOS,1
08_OD,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,1
08_OD,DES016,NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,1
08_OD,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,OD001,UTILIDAD Y PERTINENCIA DE LOS DATOS,1
08_OD,OD001,UTILIDAD Y PERTINENCIA DE LOS DATOS,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
08_OD,GOB009,PARTICIPACIÓN EFECTIVA,OD019,INCLUSIVIDAD DEL DATO,1
08_OD,GOB012,COLABORACIÓN EFECTIVA,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,1
08_OD,GOB012,COLABORACIÓN EFECTIVA,OD019,INCLUSIVIDAD DEL DATO,1
07_GOB,GOB012,COLABORACIÓN EFECTIVA,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,1
08_OD,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,OD003,CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD,1
08_OD,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,1
08_OD,OD004,SEGURIDAD Y PRIVACIDAD DE LOS DATOS,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,1
08_OD,OD005,TRAZABILIDAD DE LOS DATOS,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,1
08_OD,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,GOB019,COMPLEJIDAD DE LOS TRÁMITES,-1
08_OD,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,1
08_OD,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,1
08_OD,OD015,CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,1
08_OD,OD001,UTILIDAD Y PERTINENCIA DE LOS DATOS,MC064,CALIDAD DE LA INFORMACIÓN PARA LA PLANIFICACIÓN,1
08_OD,OD002,VALOR DE LOS DATOS,MC064,CALIDAD DE LA INFORMACIÓN PARA LA PLANIFICACIÓN,1
09_MC,BIO013,CAMBIOS EN LOS USOS DEL SUELO,MC007,SUELO URBANO,1
09_MC,MC012,CALIDAD DEL ESPACIO PÚBLICO,VIV029,DEMANDA DE ALOJAMIENTO TURÍSTICO,1
09_MC,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,MC009,CALIDAD DE LA ORDENACIÓN,1
09_MC,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC009,CALIDAD DE LA ORDENACIÓN,MS007,APARCAMIENTO,1
09_MC,MC001,SUPERFICIE DE SUELO DE LA ENTIDAD,MC008,SUELO NO URBANO,1
09_MC,MC033,EXPANSIÓN,MC007,SUELO URBANO,1
09_MC,MC001,SUPERFICIE DE SUELO DE LA ENTIDAD,MC007,SUELO URBANO,1
09_MC,MC007,SUELO URBANO,MC056,ZONAS URBANAS DEGRADADAS,1
09_MC,MC007,SUELO URBANO,MC019,SUELO DESTINADO A USOS COMERCIALES,1
09_MC,MC007,SUELO URBANO,MC020,SUELO DESTINADO A USOS RESIDENCIALES,1
09_MC,MC007,SUELO URBANO,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,1
09_MC,MC007,SUELO URBANO,MC022,SUELO DESTINADO A INFRAESTRUCTURAS,1
09_MC,MC007,SUELO URBANO,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,1
09_MC,EC011,PROGRAMAS PARA MEJORA Y DESARROLLO DE INFRAESTRUCTURAS,MC022,SUELO DESTINADO A INFRAESTRUCTURAS,1
09_MC,MC009,CALIDAD DE LA ORDENACIÓN,MS008,SEPARACIÓN DE LAS IF PARA EL TRÁFICO MOTORIZADO DE OTROS MODOS DE TRANSPORTE,1
09_MC,MC009,CALIDAD DE LA ORDENACIÓN,MS031,NODOS MULTIMODALES,1
09_MC,MC022,SUELO DESTINADO A INFRAESTRUCTURAS,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,1
09_MC,MC019,SUELO DESTINADO A USOS COMERCIALES,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,1
09_MC,MC020,SUELO DESTINADO A USOS RESIDENCIALES,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,1
09_MC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,1
09_MC,POB006,CRECIMIENTO DE LA POBLACIÓN,MC020,SUELO DESTINADO A USOS RESIDENCIALES,1
09_MC,MC012,CALIDAD DEL ESPACIO PÚBLICO,VIV039,POBLACIÓN EN BUSCA DE VIVIENDA,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC043,USO SERVICIOS  SALUD,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC044,USO SERVICIOS EDUCACIÓN,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC045,USO SERVICIOS SOCIALES,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC046,USO SERVICIOS CULTURALES,1
09_MC,MC021,SUELO DESTINADO A SERVICIOS PÚBLICOS,MC047,USO OTROS SERVICIOS PÚBLICOS,1
09_MC,MC111,INTERÉS EN EL DISEÑO Y MANTENIMIENTO DE ESPACIOS VERDES,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,1
09_MC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,MC107,ESPACIOS PÚBLICOS DE OCIO,1
05_ECC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,ECC012,RESIDUOS SÓLIDOS URBANOS Y ASIMILABLES,1
09_MC,MC007,SUELO URBANO,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,-1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC050,ACCESIBILIDAD FÍSICA A SERVICIOS DE SALUD,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC051,ACCESIBILIDAD FÍSICA A SERVICIOS EDUCATIVOS,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC052,ACCESIBILIDAD FÍSICA A SERVICIOS CULTURALES,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC053,ACCESIBILIDAD FÍSICA A SERVICIOS SOCIALES,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC054,ACCESIBILIDAD FÍSICA A ZONAS VERDES Y ESPACIOS ABIERTOS,1
09_MC,MC019,SUELO DESTINADO A USOS COMERCIALES,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",1
09_MC,MC043,USO SERVICIOS  SALUD,MC050,ACCESIBILIDAD FÍSICA A SERVICIOS DE SALUD,1
09_MC,MC044,USO SERVICIOS EDUCACIÓN,MC051,ACCESIBILIDAD FÍSICA A SERVICIOS EDUCATIVOS,1
09_MC,MC045,USO SERVICIOS SOCIALES,MC053,ACCESIBILIDAD FÍSICA A SERVICIOS SOCIALES,1
09_MC,MC046,USO SERVICIOS CULTURALES,MC052,ACCESIBILIDAD FÍSICA A SERVICIOS CULTURALES,1
01_AG,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,AG026,RIEGO DE ZONAS VERDES,1
09_MC,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",DES002,DESIGUALDADES ESPACIALES,-1
11_MS,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",MS035,MOVILIDAD VINCULADA AL CONSUMO,-1
11_MS,MC049,"ACCESIBILIDAD FÍSICA A SERVICIOS COMERCIALES, DE OCIO Y HOSTELERÍA",MS036,MOVILIDAD VINCULADA AL OCIO,-1
09_MC,MC050,ACCESIBILIDAD FÍSICA A SERVICIOS DE SALUD,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC050,ACCESIBILIDAD FÍSICA A SERVICIOS DE SALUD,DES002,DESIGUALDADES ESPACIALES,-1
09_MC,MC057,ESPACIOS SATURADOS,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,-1
09_MC,MC058,ESPACIOS INFRAUTILIZADOS,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,-1
09_MC,MC013,CALIDAD DE LAS INFRAESTRUCTURAS,MS017,INTERCONEXIÓN ENTRE ZONAS,1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,MS010,DESPLAZAMIENTOS A PIE,1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,MC012,CALIDAD DEL ESPACIO PÚBLICO,1
09_MC,MC035,ESTRATEGIA BASADA EN LAS DINÁMICAS DE POBLACIÓN,MC011,SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD,1
09_MC,MC011,SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD,MC034,REGENERACIÓN Y REHABILITACIÓN,1
09_MC,MC066,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS,MC056,ZONAS URBANAS DEGRADADAS,-1
09_MC,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,MC056,ZONAS URBANAS DEGRADADAS,-1
09_MC,MC071,ESTADO DEL PARQUE DE VIVIENDA,MC056,ZONAS URBANAS DEGRADADAS,-1
09_MC,MC056,ZONAS URBANAS DEGRADADAS,MC034,REGENERACIÓN Y REHABILITACIÓN,1
09_MC,MC034,REGENERACIÓN Y REHABILITACIÓN,MC033,EXPANSIÓN,-1
09_MC,MC033,EXPANSIÓN,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,-1
09_MC,MC011,SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC013,CALIDAD DE LAS INFRAESTRUCTURAS,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC012,CALIDAD DEL ESPACIO PÚBLICO,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC015,BIODIVERSIDAD DE LOS ESPACIOS URBANOS,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,MS012,DESPLAZAMIENTOS EN BICI,1
09_MC,MC016,SOSTENIBILIDAD DEL DISEÑO DE CIUDAD,MS006,INFRAESTRUCTURAS DE TRANSPORTE PÚBLICO COLECTIVO,1
09_MC,MC063,COHERENCIA ENTRE PLANES SECTORIALES Y ESTRUCTURALES,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,1
09_MC,MC064,CALIDAD DE LA INFORMACIÓN PARA LA PLANIFICACIÓN,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,1
09_MC,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,MC058,ESPACIOS INFRAUTILIZADOS,-1
09_MC,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,MC066,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS,1
09_MC,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,1
09_MC,COND001,CONDICIONANTES GEOMORFOLÓGICOS,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,1
09_MC,MC002,ESTRUCTURA DE LA ORDENACIÓN ANTERIOR,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,1
09_MC,MC003,REGULACIÓN DEL USO DEL SUELO,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,1
09_MC,MC004,ESTRUCTURA ORIGINAL DE LA CIUDAD,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,1
09_MC,MC061,INFRAESTRUCTURAS ESTRUCTURANTES,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,1
09_MC,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,MC057,ESPACIOS SATURADOS,1
09_MC,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,MC058,ESPACIOS INFRAUTILIZADOS,1
09_MC,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,MC009,CALIDAD DE LA ORDENACIÓN,-1
09_MC,MC025,DIFICULTAD PARA LA ACTUALIZACIÓN DE LOS PLANES DE ORDENACIÓN,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,-1
09_MC,MC062,RETRASOS EN LA ACTUALIZACIÓN DE LA NORMATIVA,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,-1
09_MC,MC005,NORMATIVA TÉCNICA OBSOLETA,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,-1
09_MC,GOB075,VISIÓN DE DIVISIÓN TERRITORIAL,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,-1
09_MC,MC055,LIMITACIÓN PARA CAMBIOS EN EL USO DEL SUELO,MC009,CALIDAD DE LA ORDENACIÓN,-1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,MS014,DESPLAZAMIENTOS EN OTROS MODOS DE MICROMOVILIDAD,1
09_MC,MC022,SUELO DESTINADO A INFRAESTRUCTURAS,MS002,VIARIO POR EL QUE PUEDEN CIRCULAR PEATONES,1
09_MC,MC009,CALIDAD DE LA ORDENACIÓN,MS040,CONGESTIÓN DEL TRÁFICO RODADO,-1
09_MC,MC066,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS,MC013,CALIDAD DE LAS INFRAESTRUCTURAS,1
09_MC,MC066,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS,MC012,CALIDAD DEL ESPACIO PÚBLICO,1
09_MC,MC014,INCLUSIVIDAD DEL DISEÑO DE CIUDAD,VIV039,POBLACIÓN EN BUSCA DE VIVIENDA,1
09_MC,MC034,REGENERACIÓN Y REHABILITACIÓN,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,1
09_MC,MC034,REGENERACIÓN Y REHABILITACIÓN,MC071,ESTADO DEL PARQUE DE VIVIENDA,1
09_MC,MC006,ANTIGÜEDAD DEL PARQUE EDIFICATORIO,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,-1
09_MC,MC006,ANTIGÜEDAD DEL PARQUE EDIFICATORIO,MC071,ESTADO DEL PARQUE DE VIVIENDA,-1
09_MC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,MC029,SERVICIOS CLIMÁTICOS DE LAS ZONAS VERDES,1
09_MC,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,MC012,CALIDAD DEL ESPACIO PÚBLICO,1
09_MC,MC020,SUELO DESTINADO A USOS RESIDENCIALES,VIV001,PARQUE DE VIVIENDA DISPONIBLE,1
09_MC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,MC028,RIQUEZA DE ECOSISTEMAS URBANOS,1
09_MC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,MC026,RIQUEZA DE ESPECIES EN LOS ESPACIOS URBANOS,1
09_MC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,MC027,SELECCIÓN DE ESPECIES ADAPTADAS A LAS CONDICIONES CLIMÁTICAS,1
09_MC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,MC098,HUERTOS URBANOS,1
09_MC,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,MC094,CUBIERTAS VERDES Y JARDINES VERTICALES,1
09_MC,MC098,HUERTOS URBANOS,MC030,SERVICIOS ECOSISTÉMICOS DE LAS ZONAS VERDES,1
09_MC,MC098,HUERTOS URBANOS,MC104,EDUCACIÓN SOBRE EL MEDIO NATURAL,1
09_MC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,MC030,SERVICIOS ECOSISTÉMICOS DE LAS ZONAS VERDES,1
09_MC,MC024,DISTRIBUCIÓN EQUILIBRADA DE LOS USOS DEL SUELO,MC030,SERVICIOS ECOSISTÉMICOS DE LAS ZONAS VERDES,1
