LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
R037EC,Reinforcing (+),6,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO → PROGRAMAS DE APOYO PARA EL SECTOR INDUSTRIA Y ENERGÍA → ACTIVIDAD DE PRODUCCIÓN DE ENERGÍA → DEPENDENCIA DE SECTORES ESPECÍFICOS → PRODUCTIVIDAD → CRECIMIENTO ECONÓMICO,"EC060 , EC009 , EC088 , EC098 , EC018 , EC019",06_EC,"['GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO', 'PROGRAMAS DE APOYO PARA EL SECTOR INDUSTRIA Y ENERGÍA', 'ACTIVIDAD DE PRODUCCIÓN DE ENERGÍA', 'DEPENDENCIA DE SECTORES ESPECÍFICOS', 'PRODUCTIVIDAD', 'CRECIMIENTO ECONÓMICO']"
R038EC,Reinforcing (+),3,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS → PRODUCTIVIDAD → CRECIMIENTO ECONÓMICO,"EC096 , EC018 , EC019",06_EC,"['CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS', 'PRODUCTIVIDAD', 'CRECIMIENTO ECONÓMICO']"
R039EC,Reinforcing (+),4,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS → ECONOMÍA DE ESCALA → PRODUCTIVIDAD → CRECIMIENTO ECONÓMICO,"EC096 , EC099 , EC018 , EC019",06_EC,"['CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS', 'ECONOMÍA DE ESCALA', 'PRODUCTIVIDAD', 'CRECIMIENTO ECONÓMICO']"
R040GOB,Reinforcing (+),6,ACCESO A INFORMACIÓN → CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA,"GOB011 , GOB008 , GOB013 , GOB036 , GOB005 , GOB003",07_GOB,"['ACCESO A INFORMACIÓN', 'CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA']"
R041GOB,Reinforcing (+),5,ACCESO A INFORMACIÓN → CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA,"GOB011 , GOB008 , GOB013 , GOB005 , GOB003",07_GOB,"['ACCESO A INFORMACIÓN', 'CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA']"
R042GOB,Reinforcing (+),7,ACCESO A INFORMACIÓN → CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA,"GOB011 , GOB008 , GOB017 , GOB009 , GOB004 , GOB005 , GOB003",07_GOB,"['ACCESO A INFORMACIÓN', 'CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA']"
R043GOB,Reinforcing (+),7,ACCESO A INFORMACIÓN → CULTURA Y MARCOS MENTALES → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA,"GOB011 , GOB008 , GOB018 , GOB009 , GOB004 , GOB005 , GOB003",07_GOB,"['ACCESO A INFORMACIÓN', 'CULTURA Y MARCOS MENTALES', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA']"
R044GOB,Reinforcing (+),5,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL,"GOB055 , GOB008 , GOB013 , GOB036 , GOB005",07_GOB,"['SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL']"
R045GOB,Reinforcing (+),4,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL,"GOB055 , GOB008 , GOB013 , GOB005",07_GOB,"['SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL']"
R046GOB,Reinforcing (+),6,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB055 , GOB008 , GOB017 , GOB009 , GOB004 , GOB005",07_GOB,"['SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
R047GOB,Reinforcing (+),6,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN → CULTURA Y MARCOS MENTALES → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB055 , GOB008 , GOB018 , GOB009 , GOB004 , GOB005",07_GOB,"['SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN', 'CULTURA Y MARCOS MENTALES', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
R048GOB,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB036 , GOB005 , GOB026 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R049GOB,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB036 , GOB005 , GOB026 , GOB004 , GOB018 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA']"
R050GOB,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB036 , GOB005 , GOB003 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R051GOB,Reinforcing (+),8,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB036 , GOB005 , GOB003 , GOB004 , GOB018 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA']"
R052GOB,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB036 , GOB005 , GOB003 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA']"
R053GOB,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB036 , GOB005 , GOB003 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R054GOB,Reinforcing (+),5,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB036 , GOB005 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA']"
R055GOB,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB036 , GOB005 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R056GOB,Reinforcing (+),5,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB005 , GOB026 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R057GOB,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB005 , GOB026 , GOB004 , GOB018 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA']"
R058GOB,Reinforcing (+),5,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB005 , GOB003 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R059GOB,Reinforcing (+),7,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB005 , GOB003 , GOB004 , GOB018 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA']"
R060GOB,Reinforcing (+),5,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB005 , GOB003 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA']"
R061GOB,Reinforcing (+),6,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB005 , GOB003 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R062GOB,Reinforcing (+),4,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB013 , GOB005 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA']"
R063GOB,Reinforcing (+),5,CULTURA Y MARCOS MENTALES → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB013 , GOB005 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R064GOB,Reinforcing (+),3,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB017 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA']"
R065GOB,Reinforcing (+),4,CULTURA Y MARCOS MENTALES → ESCUCHA ACTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB017 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'ESCUCHA ACTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R066GOB,Reinforcing (+),3,CULTURA Y MARCOS MENTALES → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA,"GOB008 , GOB018 , GOB009",07_GOB,"['CULTURA Y MARCOS MENTALES', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA']"
R067GOB,Reinforcing (+),4,CULTURA Y MARCOS MENTALES → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS,"GOB008 , GOB018 , GOB009 , GOB004",07_GOB,"['CULTURA Y MARCOS MENTALES', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS']"
R068GOB,Reinforcing (+),3,COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB003 , GOB004 , GOB005",07_GOB,"['COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
R069GOB,Reinforcing (+),4,COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB003 , GOB009 , GOB004 , GOB005",07_GOB,"['COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
R070GOB,Reinforcing (+),4,CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,"GOB036 , GOB005 , GOB034 , GOB013",07_GOB,"['CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD']"
R071GOB,Reinforcing (+),3,CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL → FORTALEZA INSTITUCIONAL → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,"GOB036 , GOB005 , GOB013",07_GOB,"['CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL', 'FORTALEZA INSTITUCIONAL', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD']"
R072GOB,Reinforcing (+),3,CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL,"GOB034 , GOB013 , GOB005",07_GOB,"['CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL']"
R073GOB,Reinforcing (+),2,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → FORTALEZA INSTITUCIONAL,"GOB013 , GOB005",07_GOB,"['PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'FORTALEZA INSTITUCIONAL']"
R074GOB,Reinforcing (+),3,PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB009 , GOB004 , GOB005",07_GOB,"['PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
R075GOB,Reinforcing (+),3,PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN,"GOB009 , GOB004 , GOB018",07_GOB,"['PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INTERÉS DE LA CIUDADANÍA EN LA PARTICIPACIÓN']"
R076GOB,Reinforcing (+),3,CORRUPCIÓN → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → FORTALEZA INSTITUCIONAL,"GOB026 , GOB004 , GOB005",07_GOB,"['CORRUPCIÓN', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'FORTALEZA INSTITUCIONAL']"
B077MC,Balancing (-),2,PATRIMONIO PÚBLICO → PRIVATIZACIÓN DEL PATRIMONIO,"MC073 , MC072",09_MC,"['PATRIMONIO PÚBLICO', 'PRIVATIZACIÓN DEL PATRIMONIO']"
B078MC,Balancing (-),4,ZONAS URBANAS DEGRADADAS → REGENERACIÓN Y REHABILITACIÓN → EXPANSIÓN → SUELO URBANO,"MC056 , MC034 , MC033 , MC007",09_MC,"['ZONAS URBANAS DEGRADADAS', 'REGENERACIÓN Y REHABILITACIÓN', 'EXPANSIÓN', 'SUELO URBANO']"
B079MC,Balancing (-),3,ZONAS URBANAS DEGRADADAS → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"MC056 , MC034 , MC070",09_MC,"['ZONAS URBANAS DEGRADADAS', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B080MC,Balancing (-),3,ZONAS URBANAS DEGRADADAS → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE DE VIVIENDA,"MC056 , MC034 , MC071",09_MC,"['ZONAS URBANAS DEGRADADAS', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE DE VIVIENDA']"
R081MC,Reinforcing (+),5,UTILIZACIÓN DE LOS ESPACIOS VERDES → INTERÉS EN EL DISEÑO Y MANTENIMIENTO DE ESPACIOS VERDES → SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS → ESPACIOS PÚBLICOS DE OCIO → SERVICIOS SOCIO-CULTURALES,"MC109 , MC111 , MC023 , MC107 , MC031",09_MC,"['UTILIZACIÓN DE LOS ESPACIOS VERDES', 'INTERÉS EN EL DISEÑO Y MANTENIMIENTO DE ESPACIOS VERDES', 'SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS', 'ESPACIOS PÚBLICOS DE OCIO', 'SERVICIOS SOCIO-CULTURALES']"
R082MC,Reinforcing (+),5,UTILIZACIÓN DE LOS ESPACIOS VERDES → INTERÉS EN EL DISEÑO Y MANTENIMIENTO DE ESPACIOS VERDES → SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS → ZONAS DEPORTIVAS → SERVICIOS SOCIO-CULTURALES,"MC109 , MC111 , MC023 , MC106 , MC031",09_MC,"['UTILIZACIÓN DE LOS ESPACIOS VERDES', 'INTERÉS EN EL DISEÑO Y MANTENIMIENTO DE ESPACIOS VERDES', 'SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS', 'ZONAS DEPORTIVAS', 'SERVICIOS SOCIO-CULTURALES']"
B083VIV,Balancing (-),5,PRECIO DEL ALQUILER → POBLACIÓN CON ACCESO AL ALQUILER → VIVIENDAS ALQUILADAS → PARQUE DE VIVIENDA DISPONIBLE → PARQUE DE VIVIENDA DISPONIBLE PARA ALQUILER,"VIV014 , VIV011 , VIV012 , VIV001 , VIV003",10_VIV,"['PRECIO DEL ALQUILER', 'POBLACIÓN CON ACCESO AL ALQUILER', 'VIVIENDAS ALQUILADAS', 'PARQUE DE VIVIENDA DISPONIBLE', 'PARQUE DE VIVIENDA DISPONIBLE PARA ALQUILER']"
B084VIV,Balancing (-),4,PRECIO DEL ALQUILER → POBLACIÓN CON ACCESO AL ALQUILER → VIVIENDAS ALQUILADAS → PARQUE DE VIVIENDA DISPONIBLE PARA ALQUILER,"VIV014 , VIV011 , VIV012 , VIV003",10_VIV,"['PRECIO DEL ALQUILER', 'POBLACIÓN CON ACCESO AL ALQUILER', 'VIVIENDAS ALQUILADAS', 'PARQUE DE VIVIENDA DISPONIBLE PARA ALQUILER']"
